,merchant,category,amt,job,is_fraud,trans_hour,age,location
10735,Cummings LLC,gas_transport,62.12,Armed forces training and education officer,0,5,65,"Port Costa,CA"
10736,Kiehn-Emmerich,grocery_pos,56.32,IT consultant,0,6,35,"Crownpoint,NM"
10737,Kiehn Inc,grocery_pos,59.52,Barista,0,6,50,"Oakland,CA"
10738,"""Olson, Becker and Koch""",gas_transport,90.47,Production manager,0,6,39,"Wheaton,MO"
10739,Kilback LLC,grocery_pos,72.37,Chartered public finance accountant,0,6,65,"San Diego,CA"
10740,"""Heller, Gutmann and Zieme""",grocery_pos,88.36,Early years teacher,0,6,51,"Helm,CA"
10741,"""Reichert, Shanahan and Hayes""",shopping_net,651.66,Architect,0,7,71,"Mound City,MO"
10742,Kutch Group,grocery_net,53.6,Health physicist,0,7,53,"Newhall,CA"
10743,Sawayn PLC,shopping_pos,9.37,"""Engineer, biomedical""",0,7,56,"Stayton,OR"
10744,"""Kihn, Abernathy and Douglas""",shopping_net,8.65,"""Surveyor, minerals""",0,7,84,"Campbell,NE"
10745,"""Kerluke, Considine and Macejkovic""",misc_net,103.84,Contractor,0,7,43,"Phoenix,AZ"
10746,Kutch LLC,gas_transport,61.9,"""Surveyor, minerals""",0,7,37,"Thompson,UT"
10747,"""Hoppe, Harris and Bedn""",entertainment,10.76,"""Scientist, marine""",0,8,54,"Aurora,CO"
10748,Bins-Rice,gas_transport,77.37,Human resources officer,0,8,57,"Manley,NE"
10749,Cummings LLC,gas_transport,58.54,Cytogeneticist,0,8,70,"Browning,MO"
10750,Friesen-D'Amore,gas_transport,82.43,Telecommunications researcher,0,8,74,"Holstein,NE"
10751,"""Bahringer, Schoen and Corkery""",shopping_pos,122.94,Marketing executive,0,8,32,"Parker Dam,CA"
10752,Rempel Inc,shopping_net,2.72,Geoscientist,0,9,63,"Hatch,UT"
10753,"""Lehner, Reichert and Mills""",misc_pos,78.94,"""Scientist, audiological""",0,9,95,"Fields Landing,CA"
10754,Vandervort-Funk,grocery_pos,98.56,Learning mentor,0,9,69,"Indian Wells,CA"
10755,Bins-Rice,gas_transport,78.27,"""Engineer, maintenance""",0,9,68,"Gardiner,OR"
10756,Torp-Labadie,gas_transport,59.02,"""Therapist, art""",0,9,36,"Moriarty,NM"
10757,"""Bernier, Streich and Jewess""",grocery_net,43.88,"""Research officer, political party""",0,10,40,"Conway,WA"
10758,"""Mosciski, Ziemann and Farrell""",shopping_net,156.82,Community arts worker,0,10,55,"Iliff,CO"
10759,Mraz-Herzog,gas_transport,48.5,Musician,0,10,43,"Burbank,WA"
10760,"""Osinski, Ledner and Leuschke""",grocery_pos,148.39,Agricultural consultant,0,10,74,"Blairstown,MO"
10761,Gerlach Inc,shopping_net,1.19,Public relations account executive,0,10,85,"Meredith,CO"
10762,Bernhard Inc,gas_transport,65.57,"""Sales professional, IT""",0,10,34,"Altonah,UT"
10763,Rodriguez Group,gas_transport,86.12,Armed forces training and education officer,0,10,65,"Port Costa,CA"
10764,Cummings LLC,gas_transport,57.18,Aeronautical engineer,0,10,45,"Matthews,MO"
10765,Rowe-Vandervort,grocery_net,26.36,Land/geomatics surveyor,0,11,52,"Utica,MO"
10766,"""Huel, Hammes and Witting""",grocery_pos,170.82,Water engineer,0,11,49,"Littleton,CO"
10767,Smith-Stokes,misc_pos,32.99,Immigration officer,0,11,37,"Fiddletown,CA"
10768,Kutch LLC,gas_transport,84.14,IT consultant,0,11,35,"Crownpoint,NM"
10769,Smitham-Schille,grocery_net,73.28,Land/geomatics surveyor,0,11,52,"Utica,MO"
10770,Baumbach Lt,personal_care,3.01,Clothing/textile technologist,0,12,25,"Tekoa,WA"
10771,"""Dare, Fritsch and Zboncak""",health_fitness,78.47,Naval architect,0,12,57,"High Rolls Mountain Park,NM"
10772,"""Schmeler, Bashirian and Price""",shopping_net,152.84,Music therapist,0,12,40,"Rock Springs,WY"
10773,Cartwright PLC,kids_pets,85.12,"""Scientist, physiological""",0,12,60,"Eugene,OR"
10774,"""Schoen, Nienow and Bauch""",personal_care,120.53,Electronics engineer,0,12,35,"Centerview,MO"
10775,Gerhold LLC,home,60.23,Tourist information centre manager,0,12,49,"Meadville,MO"
10776,Kling-Ernse,entertainment,56.88,"""Geologist, engineering""",0,12,67,"Parks,AZ"
10777,Frami Group,entertainment,19.14,Colour technologist,0,12,38,"Bay City,OR"
10778,Abbott-Rogahn,entertainment,41.73,Museum/gallery exhibitions officer,0,12,32,"Colorado Springs,CO"
10779,Heller PLC,health_fitness,74.49,Mental health nurse,0,12,46,"Dumont,CO"
10780,Barton LLC,kids_pets,52.02,Exercise physiologist,0,12,95,"Clarksville,MO"
10781,Breitenberg-Hermiston,kids_pets,30.35,IT consultant,0,12,35,"Crownpoint,NM"
10782,"""Larkin, Stracke and Greenfelde""",entertainment,78.19,Metallurgist,0,12,49,"Carroll,NE"
10783,"""Hyatt, Russel and Gleichne""",health_fitness,28.01,"""Engineer, maintenance""",0,13,68,"Gardiner,OR"
10784,"""Wuckert, Wintheiser and Friesen""",home,24.86,Teaching laboratory technician,0,13,39,"Vancouver,WA"
10785,Padberg-Saue,home,77.39,"""Solicitor, Scotland""",0,13,50,"Ravenna,NE"
10786,Boyer-Reichert,shopping_net,2.74,"""Surveyor, land/geomatics""",0,13,46,"Kirtland Afb,NM"
10787,Boyer-Haley,travel,8.34,Learning mentor,0,13,69,"Indian Wells,CA"
10788,Morissette LLC,entertainment,62.64,Museum/gallery exhibitions officer,0,13,32,"Colorado Springs,CO"
10789,Hudson-Grady,shopping_pos,75.04,Historic buildings inspector/conservation officer,0,13,52,"Espanola,NM"
10790,Abbott-Rogahn,entertainment,122.99,Retail merchandiser,0,13,96,"Sixes,OR"
10791,"""Hermiston, Pacocha and Smith""",health_fitness,30.1,Geoscientist,0,13,27,"San Jose,CA"
10792,Jakubowski Inc,home,85.51,Research scientist (physical sciences),0,13,43,"Lonetree,WY"
10793,Nader-Maggio,personal_care,1.99,Geoscientist,0,13,63,"Hatch,UT"
10794,Gerhold LLC,home,86.25,Chemical engineer,0,13,61,"Palmdale,CA"
10795,"""Romaguera, Wehner and Tromp""",kids_pets,59.34,Naval architect,0,13,57,"High Rolls Mountain Park,NM"
10796,Stamm-Rodriguez,misc_pos,15.18,"""Surveyor, land/geomatics""",0,13,36,"Red River,NM"
10797,"""Schneider, Hayes and Nikolaus""",food_dining,23.14,Educational psychologist,0,13,72,"Loving,NM"
10798,Lynch-Wisozk,home,81.61,Freight forwarder,0,13,48,"Fort Washakie,WY"
10799,Johns-Hoege,entertainment,112.62,Health physicist,0,13,53,"Newhall,CA"
10800,Dietrich-Fadel,health_fitness,2.72,Product designer,0,13,89,"Westerville,NE"
10801,Larson-Moen,entertainment,20.62,Armed forces training and education officer,0,13,65,"Port Costa,CA"
10802,Gulgowski LLC,home,172.25,"""Editor, magazine features""",0,13,29,"Hawthorne,CA"
10803,"""Witting, Beer and Ernse""",home,68.8,Futures trader,0,13,31,"American Fork,UT"
10804,Brown-Greenholt,entertainment,159.43,Licensed conveyancer,0,14,24,"Ruidoso,NM"
10805,Gaylord-Powlowski,home,49.66,Historic buildings inspector/conservation officer,0,14,52,"Espanola,NM"
10806,"""O'Connell, Botsford and Han""",home,38.24,Airline pilot,0,14,39,"Napa,CA"
10807,Goyette-Gerhol,kids_pets,9.63,Special educational needs teacher,0,14,46,"Orient,WA"
10808,"""Hyatt, Russel and Gleichne""",health_fitness,9.2,Architectural technologist,0,14,63,"Llano,NM"
10809,Boyer PLC,shopping_net,2.25,Research scientist (physical sciences),0,14,47,"Newberg,OR"
10810,"""Metz, Russel and Metz""",kids_pets,49.54,"""Designer, exhibition/display""",0,14,52,"Sun City,CA"
10811,Pollich LLC,home,1.75,"""Surveyor, land/geomatics""",0,14,46,"Kirtland Afb,NM"
10812,Watsica LLC,personal_care,4.64,Tax inspector,0,14,36,"Rocky Mount,MO"
10813,Connelly-Carte,home,27.77,"""Engineer, production""",0,14,32,"Independence,MO"
10814,"""Walter, Hettinger and Kessle""",personal_care,77.21,Network engineer,0,14,79,"Valentine,NE"
10815,Stiedemann Lt,food_dining,87.61,Product/process development scientist,0,14,51,"Lagrange,WY"
10816,Stark-Batz,entertainment,82.16,Tourist information centre manager,0,14,49,"Meadville,MO"
10817,"""Armstrong, Walter and Gottlieb""",food_dining,20.8,"""Engineer, civil (consulting)""",0,14,59,"Huslia,AK"
10818,Jacobi Inc,health_fitness,43.42,Firefighter,0,15,51,"Norwalk,CA"
10819,Lubowitz-Walte,kids_pets,79.98,"""Engineer, automotive""",0,15,50,"Hooper,NE"
10820,"""Metz, Russel and Metz""",kids_pets,11.58,Intelligence analyst,0,15,53,"Meridian,ID"
10821,"""Swaniawski, Lowe and Robel""",shopping_pos,1.1,Special educational needs teacher,0,15,46,"Orient,WA"
10822,"""Hoppe, Harris and Bedn""",entertainment,39.37,Music therapist,0,15,40,"Rock Springs,WY"
10823,Crona and Sons,kids_pets,5.61,Cartographer,0,15,58,"Mesa,ID"
10824,Schroeder Group,health_fitness,80.42,Counsellor,0,15,37,"Kansas City,MO"
10825,Reichel LLC,personal_care,21.31,Tax inspector,0,15,36,"Rocky Mount,MO"
10826,Kutch-Wilderman,home,73.96,Tourist information centre manager,0,16,49,"Meadville,MO"
10827,"""Cormier, Stracke and Thiel""",entertainment,93.38,Clothing/textile technologist,0,16,25,"Tekoa,WA"
10828,Friesen-Ortiz,personal_care,21.23,Human resources officer,0,16,57,"Manley,NE"
10829,Bernier and Sons,kids_pets,60.59,Public house manager,0,16,50,"Burlington,WA"
10830,"""Schroeder, Hauck and Treutel""",entertainment,2.29,Music therapist,0,16,40,"Rock Springs,WY"
10831,Pouros-Conroy,shopping_pos,7.4,"""Research officer, political party""",0,16,40,"Conway,WA"
10832,"""Brown, Homenick and Lesch""",health_fitness,55.34,"""Buyer, industrial""",0,16,33,"Daly City,CA"
10833,Bednar PLC,kids_pets,44.25,Dealer,0,16,73,"Weeping Water,NE"
10834,Parker-Kunde,personal_care,41.41,"""Geologist, engineering""",0,16,67,"Parks,AZ"
10835,Macejkovic-Lesch,shopping_pos,636.0,Water engineer,0,16,49,"Littleton,CO"
10836,Pouros-Haag,shopping_pos,148.65,Glass blower/designer,0,17,54,"Williamsburg,MO"
10837,"""Zboncak, Rowe and Murazik""",shopping_net,2.09,"""Engineer, production""",0,17,32,"Independence,MO"
10838,Hammes-Beatty,kids_pets,157.31,"""Engineer, automotive""",0,17,50,"Hooper,NE"
10839,"""Swaniawski, Nitzsche and Welch""",health_fitness,35.55,Town planner,0,17,58,"Luray,MO"
10840,Skiles LLC,home,62.25,Barista,0,17,50,"Oakland,CA"
10841,Ziemann-Waters,health_fitness,9.51,Insurance broker,0,17,42,"Sutherland,NE"
10842,Medhurst Inc,home,15.29,Wellsite geologist,0,17,58,"Corona,CA"
10843,Schmidt-Larkin,home,20.21,"""Surveyor, minerals""",0,17,37,"Thompson,UT"
10844,Altenwerth-Kilback,home,27.11,"""Research officer, political party""",0,17,40,"Conway,WA"
10845,"""Turcotte, Batz and Buckridge""",health_fitness,85.21,Cytogeneticist,0,17,70,"Browning,MO"
10846,"""Turner, Ziemann and Lehne""",food_dining,2.1,"""Therapist, music""",0,17,36,"Mountain Center,CA"
10847,Haley Group,misc_pos,419.42,"""Therapist, music""",0,17,36,"Mountain Center,CA"
10848,"""Runte, Green and Em""",health_fitness,7.21,Telecommunications researcher,0,17,74,"Holstein,NE"
10849,"""Ledner, Hartmann and Feest""",health_fitness,12.55,Electronics engineer,0,17,35,"Centerview,MO"
10850,"""Walter, Hettinger and Kessle""",personal_care,8.73,Osteopath,0,18,40,"Issaquah,WA"
10851,"""Windler, Goodwin and Kovacek""",home,37.28,Land/geomatics surveyor,0,18,39,"Arnold,MO"
10852,Crona and Sons,kids_pets,7.88,Architect,0,18,71,"Mound City,MO"
10853,"""Hintz, Bauch and Smith""",health_fitness,78.08,Tourist information centre manager,0,18,49,"Meadville,MO"
10854,"""Cronin, Kshlerin and Webe""",health_fitness,43.48,Petroleum engineer,0,18,37,"Superior,AZ"
10855,Gaylord-Powlowski,home,50.63,Television floor manager,0,18,67,"Cardwell,MO"
10856,"""Denesik, Powlowski and Pouros""",home,221.27,Public relations account executive,0,18,85,"Meredith,CO"
10857,Ratke and Sons,health_fitness,71.58,Cytogeneticist,0,18,70,"Browning,MO"
10858,Flatley Group,misc_pos,3.78,Production manager,0,18,39,"Wheaton,MO"
10859,"""Bahringer, Schoen and Corkery""",shopping_pos,4.4,Location manager,0,18,35,"Moab,UT"
10860,Dooley Inc,shopping_pos,6.06,"""Research officer, political party""",0,19,40,"Conway,WA"
10861,Reichel Inc,entertainment,48.26,Magazine features editor,0,19,45,"Sacramento,CA"
10862,Schoen-Quigley,kids_pets,26.12,"""Investment banker, corporate""",0,19,74,"Unionville,MO"
10863,"""Prosacco, Kreiger and Kovacek""",home,44.77,Licensed conveyancer,0,19,24,"Ruidoso,NM"
10864,Spencer PLC,entertainment,7.39,"""Therapist, occupational""",0,19,73,"Carlotta,CA"
10865,Morissette PLC,shopping_pos,49.01,Contractor,0,19,43,"Phoenix,AZ"
10866,Crona and Sons,kids_pets,47.82,"""Designer, exhibition/display""",0,19,52,"Sun City,CA"
10867,Bahringer Group,health_fitness,30.93,Call centre manager,0,19,66,"Greenview,CA"
10868,Turner and Sons,shopping_pos,19.19,Planning and development surveyor,0,19,42,"Lake Oswego,OR"
10869,Shanahan-Lehne,personal_care,44.96,Geoscientist,0,19,63,"Hatch,UT"
10870,Beer-Jast,kids_pets,37.07,Comptroller,0,19,37,"San Diego,CA"
10871,"""Parker, Nolan and Trantow""",entertainment,80.18,"""Engineer, agricultural""",0,19,44,"Kissee Mills,MO"
10872,Johns Inc,entertainment,52.27,Telecommunications researcher,0,19,74,"Holstein,NE"
10873,Wilkinson Lt,entertainment,173.53,"""Pilot, airline""",0,19,36,"Laramie,WY"
10874,"""Hermiston, Russel and Price""",food_dining,65.03,Education administrator,0,19,58,"Vinton,CA"
10875,Schimmel-Olson,kids_pets,58.19,Contractor,0,19,43,"Phoenix,AZ"
10876,"""Cremin, Hamill and Reichel""",misc_pos,98.87,"""Surveyor, minerals""",0,20,37,"Thompson,UT"
10877,Kihn-Fritsch,food_dining,54.51,Health physicist,0,20,53,"Newhall,CA"
10878,Bashirian Group,shopping_net,10.69,Intelligence analyst,0,20,53,"Meridian,ID"
10879,Bruen-Yost,misc_pos,25.53,"""Lecturer, higher education""",0,20,31,"Riverton,WY"
10880,Nolan-Williamson,kids_pets,81.3,Production manager,0,20,39,"Wheaton,MO"
10881,"""Kling, Howe and Schneide""",home,75.83,Building surveyor,0,20,89,"Paradise Valley,AZ"
10882,Ullrich Lt,kids_pets,43.04,"""Engineer, agricultural""",0,20,44,"Kissee Mills,MO"
10883,Gulgowski LLC,home,47.52,Barrister,0,20,88,"Cascade Locks,OR"
10884,Reichel LLC,personal_care,23.15,Barista,0,20,50,"Oakland,CA"
10885,Wilkinson PLC,kids_pets,119.16,"""Buyer, industrial""",0,20,33,"Daly City,CA"
10886,Stark-Koss,home,83.36,Production manager,0,21,39,"Wheaton,MO"
10887,Heaney-Marquardt,entertainment,14.74,Agricultural consultant,0,21,74,"Blairstown,MO"
10888,Bednar PLC,kids_pets,16.31,Health physicist,0,21,53,"Newhall,CA"
10889,Will Lt,food_dining,9.24,Cartographer,0,21,58,"Mesa,ID"
10890,"""McLaughlin, Armstrong and Koepp""",travel,2.82,Barista,0,21,50,"Oakland,CA"
10891,"""Turner, Ziemann and Lehne""",food_dining,119.8,Barrister,0,21,88,"Cascade Locks,OR"
10892,Pacocha-Weissnat,kids_pets,40.47,Immigration officer,0,21,37,"Fiddletown,CA"
10893,Hermann-Gaylo,misc_pos,1.97,"""Scientist, research (maths)""",0,21,33,"Paauilo,HI"
10894,Pacocha-Bauch,shopping_pos,2.68,Advertising account planner,0,21,42,"Glendale,CA"
10895,Reichel LLC,personal_care,136.9,Barista,0,21,50,"Oakland,CA"
10896,Gaylord-Powlowski,home,26.55,Tax inspector,0,21,36,"Rocky Mount,MO"
10897,Bauch-Blan,entertainment,67.16,Planning and development surveyor,0,21,42,"Lake Oswego,OR"
10898,Kozey-Kuhlman,personal_care,17.51,"""Engineer, production""",0,21,32,"Independence,MO"
10899,Halvorson Group,misc_pos,66.06,Electronics engineer,0,21,35,"Centerview,MO"
10900,Prosacco LLC,personal_care,61.05,Call centre manager,0,21,66,"Greenview,CA"
10901,"""Torp, Muller and Bore""",health_fitness,5.71,Electronics engineer,0,21,35,"Centerview,MO"
10902,"""Bins, Balistreri and Beatty""",shopping_pos,3.29,"""Designer, exhibition/display""",0,21,52,"Sun City,CA"
10903,Champlin-Caspe,home,13.21,"""Pilot, airline""",0,21,36,"Laramie,WY"
10904,Crona and Sons,kids_pets,80.14,Health physicist,0,21,53,"Newhall,CA"
10905,"""Effertz, Welch and Schowalte""",entertainment,4.57,"""Surveyor, land/geomatics""",0,22,36,"Red River,NM"
10906,"""Heathcote, Yost and Kertzmann""",shopping_net,8.37,"""Therapist, music""",0,22,36,"Mountain Center,CA"
10907,Ruecker-Mayert,kids_pets,10.96,Web designer,0,22,41,"Smith River,CA"
10908,Bernier and Sons,kids_pets,40.6,Contractor,0,22,43,"Phoenix,AZ"
10909,Baumbach Lt,personal_care,18.33,"""Research officer, political party""",0,22,40,"Conway,WA"
10910,Skiles LLC,home,10.79,"""Engineer, petroleum""",0,22,87,"Scotts Mills,OR"
10911,Roob-Okunev,health_fitness,9.05,"""Scientist, marine""",0,22,54,"Aurora,CO"
10912,Dare-Marvin,entertainment,273.61,Osteopath,0,22,40,"Issaquah,WA"
10913,"""Larkin, Stracke and Greenfelde""",entertainment,76.18,"""Engineer, agricultural""",0,22,44,"Kissee Mills,MO"
10914,Schiller Lt,personal_care,33.3,"""Surveyor, land/geomatics""",0,22,36,"Red River,NM"
10915,Pouros-Haag,shopping_pos,6.39,Advertising account planner,0,22,42,"Glendale,CA"
10916,Johns-Hoege,entertainment,61.95,Education administrator,0,22,58,"Vinton,CA"
10917,Prosacco LLC,personal_care,84.97,Public house manager,0,22,50,"Burlington,WA"
10918,Schumm PLC,health_fitness,95.81,Magazine features editor,0,23,45,"Sacramento,CA"
10919,Gulgowski LLC,home,15.83,Licensed conveyancer,0,23,24,"Ruidoso,NM"
10920,Leffler-Goldne,personal_care,19.11,"""Therapist, occupational""",0,23,73,"Carlotta,CA"
10921,"""Ledner, Hartmann and Feest""",health_fitness,41.21,Water engineer,0,23,49,"Littleton,CO"
10922,Runte-Moh,food_dining,104.4,Land/geomatics surveyor,0,23,52,"Utica,MO"
10923,Gutmann-Upton,misc_pos,22.36,"""Editor, magazine features""",0,23,29,"Hawthorne,CA"
10924,Cormier LLC,shopping_net,6.67,"""Editor, magazine features""",0,23,29,"Hawthorne,CA"
10925,Hills-Witting,shopping_net,1.9,Information systems manager,0,23,38,"Fort Washakie,WY"
10926,"""Bradtke, Torp and Bahringe""",personal_care,29.71,Planning and development surveyor,0,23,42,"Lake Oswego,OR"
10927,"""Mueller, Gerhold and Muelle""",health_fitness,19.58,Special educational needs teacher,0,23,46,"Orient,WA"
10928,"""Boehm, Predovic and Reinge""",misc_pos,139.53,"""Surveyor, land/geomatics""",0,23,36,"Red River,NM"
10929,Langworth LLC,personal_care,2.06,Public house manager,0,23,50,"Burlington,WA"
10930,"""Gutmann, McLaughlin and Wiz""",home,37.0,Aeronautical engineer,0,23,45,"Matthews,MO"
10931,Jakubowski Inc,home,14.77,Television floor manager,0,23,67,"Cardwell,MO"
10932,Windler LLC,kids_pets,14.54,Barrister,0,23,88,"Cascade Locks,OR"
10933,Auer-West,shopping_net,74.25,"""Designer, exhibition/display""",0,23,52,"Sun City,CA"
10934,Reichel Inc,entertainment,22.26,Medical technical officer,0,23,55,"Monitor,WA"
10935,Jacobi Inc,health_fitness,35.33,Electronics engineer,0,23,35,"Centerview,MO"
10936,Connelly-Carte,home,118.09,"""Surveyor, land/geomatics""",0,23,36,"Red River,NM"
10937,"""Huel, Hammes and Witting""",grocery_pos,93.58,"""Therapist, music""",0,0,36,"Mountain Center,CA"
10938,Bernhard Inc,gas_transport,59.95,Occupational psychologist,0,0,70,"Tomales,CA"
10939,Spinka Inc,grocery_net,49.41,"""Therapist, art""",0,0,36,"Moriarty,NM"
10940,"""Streich, Hansen and Veum""",gas_transport,66.28,Retail merchandiser,0,0,96,"Sixes,OR"
10941,Rau and Sons,grocery_pos,81.84,"""Engineer, building services""",0,0,61,"Portland,OR"
10942,"""Reichert, Rowe and Mraz""",shopping_net,17.81,"""Geologist, engineering""",0,0,67,"Parks,AZ"
10943,Pagac LLC,shopping_pos,3.55,"""Scientist, physiological""",0,0,60,"Eugene,OR"
10944,Herzog Lt,misc_pos,29.48,"""Solicitor, Scotland""",0,0,50,"Ravenna,NE"
10945,Kerluke PLC,misc_net,3.17,Public librarian,0,0,50,"Jelm,WY"
10946,"""Boehm, Predovic and Reinge""",misc_pos,38.99,Immigration officer,0,1,37,"Fiddletown,CA"
10947,Friesen-D'Amore,gas_transport,50.91,"""Pilot, airline""",0,1,36,"Laramie,WY"
10948,"""Reinger, Weissnat and Strosin""",food_dining,44.54,Learning mentor,0,1,69,"Indian Wells,CA"
10949,Williamson LLC,misc_pos,37.03,"""Administrator, local government""",0,1,51,"Alva,WY"
10950,Berge LLC,gas_transport,65.97,Advertising account planner,0,1,42,"Glendale,CA"
10951,Berge LLC,gas_transport,41.98,"""Surveyor, land/geomatics""",0,1,36,"Red River,NM"
10952,Lemke-Gutmann,shopping_net,1.27,Local government officer,0,1,70,"Powell Butte,OR"
10953,"""Connelly, Reichert and Fritsch""",gas_transport,52.77,"""Sales professional, IT""",0,1,34,"Altonah,UT"
10954,Kuhic Inc,grocery_pos,137.34,Colour technologist,0,1,65,"Camden,MO"
10955,Denesik and Sons,shopping_pos,1.16,Armed forces training and education officer,0,1,65,"Port Costa,CA"
10956,Pacocha-Bauch,shopping_pos,2.01,Health service manager,0,1,97,"June Lake,CA"
10957,Grimes LLC,entertainment,131.57,Chartered public finance accountant,0,1,65,"San Diego,CA"
10958,Bogisich-Homenick,misc_net,7.09,Armed forces training and education officer,0,1,65,"Port Costa,CA"
10959,"""Lockman, West and Runte""",grocery_pos,87.14,"""Journalist, newspaper""",0,2,65,"Los Angeles,CA"
10960,"""Willms, Kris and Bergnaum""",shopping_pos,155.36,Freight forwarder,0,2,48,"Fort Washakie,WY"
10961,Torp-Labadie,gas_transport,53.55,"""Research officer, political party""",0,2,40,"Conway,WA"
10962,Erdman-Kertzmann,gas_transport,78.98,"""Research officer, political party""",0,2,40,"Conway,WA"
10963,Hudson-Ratke,grocery_pos,214.54,Contractor,0,2,43,"Phoenix,AZ"
10964,Rau and Sons,grocery_pos,38.67,Advertising account planner,0,2,42,"Glendale,CA"
10965,Berge LLC,gas_transport,76.59,Clothing/textile technologist,0,2,25,"Tekoa,WA"
10966,Roberts-Beahan,misc_pos,7.47,Public house manager,0,2,50,"Burlington,WA"
10967,Runolfsson and Sons,grocery_net,48.69,Firefighter,0,2,51,"Norwalk,CA"
10968,"""Moen, Reinger and Murphy""",grocery_pos,71.28,Magazine features editor,0,2,45,"Sacramento,CA"
10969,"""Moen, Reinger and Murphy""",grocery_pos,74.28,Location manager,0,2,35,"Moab,UT"
10970,Brekke and Sons,gas_transport,44.62,Cartographer,0,2,58,"Mesa,ID"
10971,Berge LLC,gas_transport,67.68,Cytogeneticist,0,3,70,"Browning,MO"
10972,Friesen-Stamm,gas_transport,50.07,Investment analyst,0,3,50,"Redford,MO"
10973,Runolfsson and Sons,grocery_net,72.8,Airline pilot,0,3,39,"Napa,CA"
10974,"""Raynor, Reinger and Hagenes""",gas_transport,37.94,Production manager,0,3,39,"Wheaton,MO"
10975,"""Connelly, Reichert and Fritsch""",gas_transport,46.17,Occupational psychologist,0,3,70,"Tomales,CA"
10976,Block Group,misc_pos,116.57,Music therapist,0,3,40,"Rock Springs,WY"
10977,"""Greenholt, Jacobi and Gleason""",gas_transport,51.41,"""Pharmacist, hospital""",0,3,64,"San Diego,CA"
10978,Ankunding LLC,shopping_net,9.33,Nature conservation officer,0,3,62,"Malad City,ID"
10979,Stamm-Rodriguez,misc_pos,35.08,Research scientist (physical sciences),0,3,43,"Lonetree,WY"
10980,McGlynn-Jaskolski,misc_pos,5.08,Sales executive,0,4,54,"Laguna Hills,CA"
10981,"""Schumm, Bauch and Ondrick""",grocery_pos,234.07,Airline pilot,0,4,39,"Napa,CA"
10982,Schamberger-O'Keefe,grocery_pos,41.49,Land/geomatics surveyor,0,4,39,"Arnold,MO"
10983,Stamm-Witting,shopping_net,5.11,Occupational psychologist,0,4,70,"Tomales,CA"
10984,Kiehn-Emmerich,grocery_pos,78.55,Building surveyor,0,4,89,"Paradise Valley,AZ"
10985,"""Baumbach, Hodkiewicz and Walsh""",shopping_pos,5.89,Product designer,0,4,89,"Westerville,NE"
10986,"""Osinski, Ledner and Leuschke""",grocery_pos,141.28,Public librarian,0,4,50,"Jelm,WY"
10987,"""Huel, Hammes and Witting""",grocery_pos,107.97,"""Teacher, early years/pre""",0,5,84,"Louisiana,MO"
10988,"""Baumbach, Strosin and Nicolas""",shopping_pos,116.95,Metallurgist,0,5,49,"Carroll,NE"
10989,"""Tillman, Dickinson and Labadie""",gas_transport,41.83,"""Engineer, communications""",0,5,23,"Ballwin,MO"
10990,Halvorson Group,misc_pos,327.36,Research scientist (maths),0,5,96,"Howells,NE"
10991,Hudson-Ratke,grocery_pos,202.74,Public house manager,0,5,50,"Burlington,WA"
10992,"""Eichmann, Bogan and Rodriguez""",gas_transport,68.42,Comptroller,0,5,37,"San Diego,CA"
10993,Schmitt Inc,gas_transport,63.2,"""Surveyor, land/geomatics""",0,5,46,"Kirtland Afb,NM"
10994,Schmitt Lt,misc_net,66.19,"""Pilot, airline""",0,5,36,"Laramie,WY"
10995,Williamson LLC,misc_pos,1.46,"""Therapist, occupational""",0,5,73,"Carlotta,CA"
10996,Marks Inc,gas_transport,64.92,Cytogeneticist,0,6,70,"Browning,MO"
10997,Miller-Harris,misc_net,6.91,Public relations account executive,0,6,60,"Lamy,NM"
10998,Jaskolski-Vandervort,misc_net,8.95,"""Engineer, automotive""",0,6,50,"Hooper,NE"
10999,Bins-Rice,gas_transport,52.2,Historic buildings inspector/conservation officer,0,6,52,"Espanola,NM"
11000,Luettgen PLC,gas_transport,68.93,Agricultural consultant,0,6,74,"Blairstown,MO"
11001,DuBuque LLC,grocery_pos,55.55,Firefighter,0,6,51,"Norwalk,CA"
11002,Brekke and Sons,gas_transport,68.74,Geoscientist,0,6,63,"Hatch,UT"
11003,Jast Lt,shopping_net,79.61,Immigration officer,0,6,37,"Fiddletown,CA"
11004,Kunde-Sanfo,misc_net,30.28,Public house manager,0,6,50,"Burlington,WA"
11005,Reynolds-Schinne,misc_pos,7.51,Health physicist,0,6,53,"Newhall,CA"
11006,Cummerata-Jones,gas_transport,63.67,Licensed conveyancer,0,6,24,"Ruidoso,NM"
11007,Cummings Group,grocery_net,36.94,Television/film/video producer,0,6,67,"Nelson,NE"
11008,Koepp-Witting,grocery_pos,97.79,Early years teacher,0,6,51,"Helm,CA"
11009,Ankunding LLC,shopping_net,274.98,"""Geologist, engineering""",0,6,67,"Parks,AZ"
11010,"""Raynor, Feest and Mille""",gas_transport,65.95,Electronics engineer,0,6,35,"Centerview,MO"
11011,"""Lind, Huel and McClure""",gas_transport,69.5,Occupational psychologist,0,7,70,"Tomales,CA"
11012,Fisher-Schowalte,shopping_net,3.67,"""Surveyor, minerals""",0,7,84,"Campbell,NE"
11013,"""Reichert, Shanahan and Hayes""",shopping_net,6.47,Public relations account executive,0,7,85,"Meredith,CO"
